,time,device_id,current,failure,humidity,load,pressure,rpm,temperature,vibration,wear
20,2026-08-13T08:54:48.024937+00:00,motor_000,15.15,0,40.5,0.576,6.06,2174.0,59.72,0.54,0.0028
21,2026-08-13T08:54:49.062573+00:00,motor_000,15.46,0,43.6,0.55,5.96,2177.0,59.16,0.61,0.0029
22,2026-08-13T08:54:50.069514+00:00,motor_000,15.21,0,50.8,0.568,5.93,2167.0,60.73,0.64,0.0031
23,2026-08-13T08:54:51.079433+00:00,motor_000,15.97,0,51.1,0.574,5.97,2192.0,59.05,0.67,0.0032
24,2026-08-13T08:54:52.093444+00:00,motor_000,14.59,0,43.0,0.537,6.04,2153.0,57.75,0.51,0.0033
25,2026-08-13T08:54:53.097759+00:00,motor_000,15.16,0,51.6,0.538,6.06,2163.0,57.33,0.67,0.0035
26,2026-08-13T08:54:54.101949+00:00,motor_000,14.48,0,42.2,0.536,6.03,2120.0,60.61,0.63,0.0036
27,2026-08-13T08:54:55.114525+00:00,motor_000,14.21,0,44.7,0.52,5.98,2108.0,58.42,0.53,0.0037
28,2026-08-13T08:54:56.130348+00:00,motor_000,13.61,0,43.3,0.519,6.01,2115.0,58.7,0.55,0.0039
29,2026-08-13T08:54:57.134435+00:00,motor_000,14.52,0,44.4,0.512,5.93,2109.0,58.43,0.58,0.004
30,2026-08-13T08:54:58.138926+00:00,motor_000,14.56,0,39.1,0.512,6.01,2123.0,56.69,0.49,0.0041
31,2026-08-13T08:54:59.143278+00:00,motor_000,14.64,0,53.7,0.529,6.02,2146.0,58.39,0.55,0.0042
32,2026-08-13T08:55:00.157722+00:00,motor_000,14.67,0,48.0,0.529,6.02,2119.0,58.36,0.44,0.0044
33,2026-08-13T08:55:01.162505+00:00,motor_000,13.78,0,38.8,0.544,5.99,2138.0,59.09,0.6,0.0045
34,2026-08-13T08:55:02.179287+00:00,motor_000,15.09,0,46.7,0.549,5.97,2173.0,60.36,0.6,0.0046
35,2026-08-13T08:55:03.182855+00:00,motor_000,15.51,0,41.6,0.584,5.99,2173.0,61.59,0.56,0.0048
36,2026-08-13T08:55:04.186481+00:00,motor_000,15.64,0,43.1,0.591,5.99,2188.0,60.6,0.54,0.0049
37,2026-08-13T08:55:05.201703+00:00,motor_000,15.68,0,46.7,0.582,6.05,2239.0,59.62,0.72,0.005
38,2026-08-13T08:55:06.215024+00:00,motor_000,15.36,0,43.9,0.582,5.94,2189.0,59.83,0.54,0.0052
39,2026-08-13T08:55:07.218698+00:00,motor_000,15.19,0,47.3,0.583,6.07,2178.0,62.09,0.59,0.0053
40,2026-08-13T08:55:08.229056+00:00,motor_000,15.18,0,47.6,0.571,6.02,2196.0,59.48,0.54,0.0055
41,2026-08-13T08:55:09.244211+00:00,motor_000,14.85,0,43.2,0.565,5.96,2184.0,59.71,0.67,0.0056
42,2026-08-13T08:55:10.258980+00:00,motor_000,15.91,0,38.1,0.593,5.99,2202.0,61.34,0.69,0.0057
43,2026-08-13T08:55:11.263873+00:00,motor_000,17.29,0,42.5,0.655,6.06,2298.0,64.3,0.6,0.0064
44,2026-08-13T08:55:12.267510+00:00,motor_000,15.72,0,41.3,0.592,5.93,2219.0,60.73,0.62,0.006
45,2026-08-13T08:55:13.273605+00:00,motor_000,16.08,0,39.8,0.601,6.05,2234.0,61.89,0.64,0.0061
46,2026-08-13T08:55:14.278526+00:00,motor_000,15.53,0,42.3,0.581,6.01,2164.0,59.61,0.58,0.0063
47,2026-08-13T08:55:15.282226+00:00,motor_000,16.02,0,50.0,0.574,6.01,2192.0,60.02,0.57,0.0064
48,2026-08-13T08:55:16.288650+00:00,motor_000,15.5,0,40.2,0.568,5.98,2217.0,59.73,0.59,0.0066
49,2026-08-13T08:55:17.292531+00:00,motor_000,15.29,0,45.0,0.562,6.02,2180.0,60.0,0.65,0.0067
50,2026-08-13T08:55:18.296732+00:00,motor_000,14.63,0,45.3,0.557,6.11,2171.0,60.5,0.58,0.0068
51,2026-08-13T08:55:19.301205+00:00,motor_000,14.66,0,45.8,0.544,5.95,2122.0,59.63,0.55,0.007
52,2026-08-13T08:55:20.305058+00:00,motor_000,14.71,0,47.9,0.534,5.97,2149.0,59.26,0.54,0.0071
53,2026-08-13T08:55:21.309804+00:00,motor_000,14.93,0,45.3,0.526,6.01,2139.0,60.04,0.54,0.0072
54,2026-08-13T08:55:22.312986+00:00,motor_000,13.86,0,47.4,0.51,5.94,2130.0,58.4,0.6,0.0073
55,2026-08-13T08:55:23.319430+00:00,motor_000,14.28,0,34.7,0.518,5.97,2103.0,59.44,0.52,0.0075
56,2026-08-13T08:55:24.323298+00:00,motor_000,14.57,0,41.1,0.512,5.94,2118.0,57.02,0.57,0.0076
57,2026-08-13T08:55:25.327967+00:00,motor_000,15.19,0,42.1,0.532,6.0,2160.0,59.45,0.66,0.0077
58,2026-08-13T08:55:26.332910+00:00,motor_000,14.22,0,48.0,0.52,5.91,2078.0,58.39,0.6,0.0079
59,2026-08-13T08:55:27.337733+00:00,motor_000,17.08,0,43.6,0.675,6.02,2311.0,63.52,0.57,0.0088
60,2026-08-13T08:55:28.342209+00:00,motor_000,13.09,0,47.9,0.481,6.06,2087.0,56.02,0.5,0.0081
61,2026-08-13T08:55:29.346867+00:00,motor_000,13.59,0,45.0,0.5,6.11,2090.0,57.62,0.57,0.0082
62,2026-08-13T08:55:30.351231+00:00,motor_000,14.44,0,41.6,0.502,5.94,2102.0,56.58,0.55,0.0083
63,2026-08-13T08:55:31.359048+00:00,motor_000,14.63,0,49.2,0.513,5.94,2116.0,58.73,0.62,0.0085
64,2026-08-13T08:55:32.364986+00:00,motor_000,14.92,0,51.4,0.522,6.02,2161.0,59.2,0.53,0.0086
65,2026-08-13T08:55:33.372069+00:00,motor_000,18.49,0,41.2,0.735,5.99,2384.0,66.4,0.56,0.0098
66,2026-08-13T08:55:34.377919+00:00,motor_000,14.89,0,41.2,0.529,6.03,2144.0,58.79,0.55,0.0089
67,2026-08-13T08:55:35.382881+00:00,motor_000,14.76,0,40.5,0.544,5.97,2156.0,58.93,0.66,0.009
68,2026-08-13T08:55:36.452389+00:00,motor_000,15.13,0,40.7,0.547,5.99,2160.0,58.33,0.67,0.0091
69,2026-08-13T08:55:37.457188+00:00,motor_000,15.03,0,42.7,0.55,6.04,2176.0,58.95,0.63,0.0093
70,2026-08-13T08:55:38.461342+00:00,motor_000,14.92,0,41.4,0.551,5.89,2148.0,59.03,0.63,0.0094
71,2026-08-13T08:55:39.465569+00:00,motor_000,15.63,0,43.4,0.57,5.91,2167.0,60.63,0.62,0.0095
72,2026-08-13T08:55:40.470061+00:00,motor_000,15.13,0,48.8,0.564,6.03,2171.0,59.14,0.59,0.0097
73,2026-08-13T08:55:41.473946+00:00,motor_000,15.51,0,42.0,0.552,6.01,2166.0,59.3,0.56,0.0098
74,2026-08-13T08:55:42.478671+00:00,motor_000,14.69,0,44.0,0.526,6.04,2173.0,59.66,0.52,0.0099
75,2026-08-13T08:55:43.484872+00:00,motor_000,14.68,0,47.0,0.534,5.98,2162.0,60.71,0.57,0.0101
76,2026-08-13T08:55:44.489378+00:00,motor_000,14.44,0,49.9,0.534,5.94,2156.0,59.87,0.49,0.0102
77,2026-08-13T08:55:45.493176+00:00,motor_000,14.53,0,43.2,0.531,5.99,2190.0,58.9,0.51,0.0103
78,2026-08-13T08:55:46.497012+00:00,motor_000,14.43,0,40.2,0.52,6.03,2106.0,58.75,0.57,0.0104
79,2026-08-13T08:55:47.500769+00:00,motor_000,14.73,0,51.3,0.525,5.95,2127.0,58.79,0.64,0.0106
80,2026-08-13T08:55:48.506478+00:00,motor_000,14.74,0,48.2,0.529,5.97,2136.0,58.47,0.57,0.0107
81,2026-08-13T08:55:49.511504+00:00,motor_000,14.92,0,47.7,0.526,5.92,2116.0,59.39,0.69,0.0108
82,2026-08-13T08:55:50.515303+00:00,motor_000,14.85,0,52.9,0.534,5.95,2161.0,58.53,0.62,0.011
83,2026-08-13T08:55:51.534100+00:00,motor_000,14.77,0,43.8,0.568,5.97,2180.0,59.89,0.62,0.0111
84,2026-08-13T08:55:52.537917+00:00,motor_000,14.64,0,42.4,0.558,6.05,2158.0,60.36,0.51,0.0112
85,2026-08-13T08:55:53.547817+00:00,motor_000,2.39,1,42.4,0.565,1.79,223.0,109.95,6.34,0.0114
86,2026-08-13T08:55:54.551526+00:00,motor_000,15.27,0,43.9,0.543,6.04,2172.0,59.57,0.46,0.0001
87,2026-08-13T08:55:55.556876+00:00,motor_000,14.78,0,45.6,0.556,5.89,2120.0,58.91,0.63,0.0003
88,2026-08-13T08:55:56.568020+00:00,motor_000,14.35,0,44.6,0.56,6.08,2171.0,59.12,0.62,0.0004
89,2026-08-13T08:55:57.572343+00:00,motor_000,15.08,0,41.5,0.552,6.0,2119.0,58.4,0.6,0.0005
90,2026-08-13T08:55:58.575866+00:00,motor_000,15.39,0,45.1,0.578,6.02,2162.0,61.8,0.62,0.0007
91,2026-08-13T08:55:59.581037+00:00,motor_000,14.76,0,46.2,0.578,5.97,2197.0,61.37,0.55,0.0008
92,2026-08-13T08:56:00.584643+00:00,motor_000,15.87,0,47.1,0.581,5.99,2172.0,60.26,0.55,0.0009
93,2026-08-13T08:56:01.588776+00:00,motor_000,14.78,0,39.9,0.559,5.95,2180.0,59.31,0.58,0.0011
94,2026-08-13T08:56:02.592350+00:00,motor_000,14.78,0,44.0,0.544,5.95,2165.0,57.82,0.59,0.0012
95,2026-08-13T08:56:03.600021+00:00,motor_000,15.48,0,41.2,0.546,6.02,2134.0,59.15,0.58,0.0013
96,2026-08-13T08:56:04.604632+00:00,motor_000,14.72,0,48.9,0.556,6.07,2156.0,59.47,0.58,0.0015
97,2026-08-13T08:56:05.609600+00:00,motor_000,14.95,0,42.6,0.563,6.01,2177.0,59.21,0.6,0.0016
98,2026-08-13T08:56:06.613585+00:00,motor_000,15.33,0,49.0,0.559,6.1,2206.0,58.95,0.63,0.0017
99,2026-08-13T08:56:07.617493+00:00,motor_000,15.03,0,38.9,0.583,5.95,2188.0,60.71,0.54,0.0019
100,2026-08-13T08:56:08.622841+00:00,motor_000,15.09,0,46.9,0.577,5.95,2150.0,59.09,0.56,0.002
101,2026-08-13T08:56:09.627478+00:00,motor_000,15.58,0,38.9,0.581,5.93,2206.0,60.32,0.55,0.0022
102,2026-08-13T08:56:10.631511+00:00,motor_000,15.37,0,48.4,0.558,6.0,2160.0,59.78,0.64,0.0023
103,2026-08-13T08:56:11.636748+00:00,motor_000,15.3,0,49.7,0.568,5.97,2200.0,60.46,0.65,0.0024
104,2026-08-13T08:56:12.641112+00:00,motor_000,15.45,0,45.9,0.596,6.05,2237.0,60.83,0.61,0.0026
105,2026-08-13T08:56:13.645493+00:00,motor_000,16.47,0,44.8,0.621,5.94,2267.0,62.08,0.5,0.0027
106,2026-08-13T08:56:14.653651+00:00,motor_000,15.07,0,46.6,0.632,5.94,2241.0,61.5,0.51,0.0028
107,2026-08-13T08:56:15.658563+00:00,motor_000,16.76,0,45.5,0.621,5.91,2246.0,63.0,0.59,0.003
108,2026-08-13T08:56:16.666725+00:00,motor_000,16.81,0,49.2,0.63,6.01,2269.0,61.31,0.58,0.0031
109,2026-08-13T08:56:17.670897+00:00,motor_000,15.42,0,47.3,0.609,5.97,2214.0,61.1,0.65,0.0033
110,2026-08-13T08:56:18.676495+00:00,motor_000,17.04,0,37.2,0.616,6.01,2224.0,61.54,0.62,0.0034
111,2026-08-13T08:56:19.680802+00:00,motor_000,16.58,0,42.6,0.618,5.99,2210.0,62.38,0.47,0.0036
112,2026-08-13T08:56:20.684812+00:00,motor_000,16.44,0,48.8,0.61,6.0,2214.0,61.76,0.66,0.0037
113,2026-08-13T08:56:21.690546+00:00,motor_000,16.7,0,40.3,0.633,6.02,2312.0,62.11,0.53,0.0038
114,2026-08-13T08:56:22.697053+00:00,motor_000,16.11,0,48.1,0.64,6.06,2269.0,62.02,0.65,0.004
115,2026-08-13T08:56:23.700873+00:00,motor_000,16.09,0,44.3,0.632,5.92,2237.0,63.29,0.59,0.0041
116,2026-08-13T08:56:24.705783+00:00,motor_000,17.22,0,42.8,0.638,5.96,2268.0,63.4,0.59,0.0043
117,2026-08-13T08:56:25.709844+00:00,motor_000,16.32,0,45.2,0.614,5.85,2239.0,62.17,0.65,0.0044
118,2026-08-13T08:56:26.715076+00:00,motor_000,16.63,0,45.0,0.618,5.99,2225.0,61.8,0.59,0.0046
119,2026-08-13T08:56:27.719055+00:00,motor_000,15.94,0,47.5,0.606,6.07,2251.0,60.65,0.67,0.0047
120,2026-08-13T08:56:28.724410+00:00,motor_000,15.97,0,47.7,0.609,6.0,2223.0,62.89,0.57,0.0049
121,2026-08-13T08:56:29.728644+00:00,motor_000,16.15,0,39.1,0.612,5.96,2235.0,61.93,0.63,0.005
122,2026-08-13T08:56:30.732055+00:00,motor_000,14.69,0,47.1,0.575,6.02,2188.0,58.82,0.55,0.0051
123,2026-08-13T08:56:31.736264+00:00,motor_000,15.5,0,48.7,0.589,5.93,2221.0,61.97,0.67,0.0053
124,2026-08-13T08:56:32.741411+00:00,motor_000,15.78,0,35.5,0.58,6.02,2155.0,60.38,0.61,0.0054
125,2026-08-13T08:56:33.745207+00:00,motor_000,16.18,0,45.2,0.594,5.98,2235.0,61.11,0.58,0.0055
126,2026-08-13T08:56:34.750178+00:00,motor_000,15.44,0,48.3,0.611,6.0,2231.0,61.39,0.61,0.0057
127,2026-08-13T08:56:35.752528+00:00,motor_000,15.98,0,44.3,0.584,5.95,2228.0,61.06,0.63,0.0058
128,2026-08-13T08:56:36.757292+00:00,motor_000,16.07,0,40.0,0.602,5.83,2245.0,60.21,0.63,0.006
129,2026-08-13T08:56:37.760730+00:00,motor_000,16.33,0,40.1,0.603,6.03,2209.0,61.95,0.52,0.0061
130,2026-08-13T08:56:38.764063+00:00,motor_000,15.69,0,41.1,0.581,6.01,2184.0,61.28,0.61,0.0062
131,2026-08-13T08:56:39.767868+00:00,motor_000,15.61,0,43.2,0.595,6.0,2215.0,60.99,0.65,0.0064
132,2026-08-13T08:56:40.777417+00:00,motor_000,16.34,0,45.6,0.601,6.01,2198.0,61.83,0.61,0.0065
133,2026-08-13T08:56:41.791214+00:00,motor_000,16.16,0,44.2,0.589,5.9,2207.0,60.45,0.68,0.0067
134,2026-08-13T08:56:42.795679+00:00,motor_000,15.53,0,48.1,0.571,5.99,2181.0,59.91,0.62,0.0068
135,2026-08-13T08:56:43.800372+00:00,motor_000,15.99,0,40.8,0.576,5.96,2194.0,60.53,0.62,0.0069
136,2026-08-13T08:56:44.805660+00:00,motor_000,15.38,0,42.0,0.569,5.99,2187.0,59.29,0.54,0.0071
137,2026-08-13T08:56:45.810001+00:00,motor_000,15.1,0,44.7,0.581,6.0,2203.0,59.81,0.62,0.0072
138,2026-08-13T08:56:46.814305+00:00,motor_000,14.35,0,51.7,0.575,5.97,2195.0,58.33,0.6,0.0073
139,2026-08-13T08:56:47.818511+00:00,motor_000,15.81,0,44.2,0.571,5.98,2208.0,61.19,0.67,0.0075
140,2026-08-13T08:56:48.823328+00:00,motor_000,16.57,0,43.6,0.588,5.96,2214.0,60.26,0.57,0.0076
141,2026-08-13T08:56:49.827348+00:00,motor_000,15.36,0,47.1,0.593,6.0,2225.0,61.35,0.64,0.0078
142,2026-08-13T08:56:50.832606+00:00,motor_000,16.73,0,42.4,0.613,5.87,2239.0,61.96,0.62,0.0079
143,2026-08-13T08:56:51.837628+00:00,motor_000,16.19,0,47.5,0.616,6.01,2285.0,61.43,0.61,0.008
144,2026-08-13T08:56:52.842439+00:00,motor_000,15.41,0,46.9,0.599,6.06,2214.0,61.36,0.55,0.0082
145,2026-08-13T08:56:53.847123+00:00,motor_000,15.61,0,43.9,0.595,6.03,2252.0,60.99,0.56,0.0083
146,2026-08-13T08:56:54.856438+00:00,motor_000,16.55,0,42.9,0.616,6.03,2254.0,62.97,0.65,0.0085
147,2026-08-13T08:56:55.860218+00:00,motor_000,16.26,0,52.0,0.64,5.93,2241.0,63.17,0.67,0.0086
148,2026-08-13T08:56:56.863784+00:00,motor_000,15.7,0,45.7,0.63,6.13,2216.0,62.58,0.6,0.0088
149,2026-08-13T08:56:57.868660+00:00,motor_000,15.88,0,38.5,0.634,5.95,2246.0,61.56,0.62,0.0089
150,2026-08-13T08:56:58.872631+00:00,motor_000,16.0,0,47.7,0.63,6.02,2228.0,60.83,0.56,0.009
151,2026-08-13T08:56:59.880426+00:00,motor_000,15.71,0,47.5,0.6,6.05,2224.0,60.6,0.58,0.0092
152,2026-08-13T08:57:00.884771+00:00,motor_000,16.74,0,44.6,0.625,5.96,2298.0,61.98,0.58,0.0093
153,2026-08-13T08:57:01.889401+00:00,motor_000,15.5,0,41.9,0.62,6.0,2248.0,60.36,0.55,0.0095
154,2026-08-13T08:57:02.909821+00:00,motor_000,15.84,0,42.3,0.623,5.98,2265.0,61.53,0.52,0.0096
155,2026-08-13T08:57:03.913893+00:00,motor_000,16.36,0,46.0,0.637,5.97,2296.0,61.39,0.64,0.0098
156,2026-08-13T08:57:04.917800+00:00,motor_000,17.03,0,36.4,0.627,6.01,2311.0,62.74,0.55,0.0099
157,2026-08-13T08:57:05.922285+00:00,motor_000,16.68,0,51.1,0.645,6.02,2257.0,62.85,0.66,0.01
158,2026-08-13T08:57:06.926944+00:00,motor_000,16.34,0,42.3,0.663,5.97,2243.0,64.05,0.65,0.0102
159,2026-08-13T08:57:07.931112+00:00,motor_000,17.53,0,44.2,0.679,5.94,2305.0,64.69,0.65,0.0103
160,2026-08-13T08:57:08.991351+00:00,motor_000,17.34,0,49.5,0.666,6.0,2344.0,61.77,0.65,0.0105
161,2026-08-13T08:57:09.997095+00:00,motor_000,19.83,0,46.5,0.827,6.06,2486.0,69.44,0.69,0.0259
162,2026-08-13T08:57:11.002149+00:00,motor_000,16.55,0,46.1,0.64,6.04,2224.0,62.89,0.67,0.0108
163,2026-08-13T08:57:12.007241+00:00,motor_000,17.1,0,41.2,0.659,5.91,2297.0,63.22,0.61,0.0109
164,2026-08-13T08:57:13.013048+00:00,motor_000,17.2,0,47.3,0.671,6.02,2317.0,63.36,0.54,0.0111
165,2026-08-13T08:57:14.018243+00:00,motor_000,16.76,0,42.3,0.643,5.9,2277.0,63.3,0.66,0.0112
166,2026-08-13T08:57:15.023929+00:00,motor_000,17.23,0,47.0,0.649,5.97,2289.0,63.53,0.71,0.0114
167,2026-08-13T08:57:16.029479+00:00,motor_000,17.0,0,39.3,0.678,5.94,2313.0,63.78,0.65,0.0115
168,2026-08-13T08:57:17.038738+00:00,motor_000,20.78,0,57.6,0.847,6.04,2525.0,71.45,0.72,0.0272
169,2026-08-13T08:57:18.045010+00:00,motor_000,17.32,0,47.3,0.664,5.97,2310.0,62.43,0.6,0.0118
170,2026-08-13T08:57:19.050109+00:00,motor_000,19.84,0,39.7,0.824,5.97,2527.0,69.17,0.73,0.0275
171,2026-08-13T08:57:20.056311+00:00,motor_000,16.94,0,46.3,0.677,6.03,2307.0,63.95,0.63,0.0121
172,2026-08-13T08:57:21.062836+00:00,motor_000,16.7,0,43.2,0.666,5.95,2296.0,63.81,0.74,0.0123
173,2026-08-13T08:57:22.068063+00:00,motor_000,16.91,0,45.2,0.663,5.98,2286.0,63.82,0.63,0.0124
174,2026-08-13T08:57:23.081871+00:00,motor_000,17.3,0,47.7,0.674,6.03,2326.0,63.57,0.68,0.0126
175,2026-08-13T08:57:24.087466+00:00,motor_000,16.37,0,49.4,0.677,5.92,2305.0,65.09,0.67,0.0127
176,2026-08-13T08:57:25.102281+00:00,motor_000,18.07,0,42.5,0.707,5.95,2356.0,64.52,0.64,0.0129
177,2026-08-13T08:57:26.110967+00:00,motor_000,17.71,0,46.7,0.731,5.95,2358.0,66.12,0.67,0.0131
178,2026-08-13T08:57:27.115454+00:00,motor_000,17.85,0,48.5,0.733,6.0,2365.0,66.07,0.78,0.0132
179,2026-08-13T08:57:28.120332+00:00,motor_000,18.38,0,45.4,0.725,6.06,2414.0,65.18,0.73,0.0134
180,2026-08-13T08:57:29.124469+00:00,motor_000,17.69,0,45.6,0.723,6.0,2333.0,65.11,0.62,0.0135
181,2026-08-13T08:57:30.128911+00:00,motor_000,18.2,0,46.2,0.732,5.98,2388.0,66.2,0.62,0.0137
182,2026-08-13T08:57:31.133511+00:00,motor_000,20.17,0,43.7,0.767,6.03,2395.0,66.94,0.67,0.0139
183,2026-08-13T08:57:32.138203+00:00,motor_000,18.5,0,49.3,0.758,6.05,2388.0,68.35,0.66,0.014
184,2026-08-13T08:57:33.142699+00:00,motor_000,18.33,0,39.3,0.754,5.98,2441.0,66.31,0.69,0.0142
185,2026-08-13T08:57:34.148727+00:00,motor_000,17.95,0,41.9,0.763,6.05,2403.0,67.07,0.61,0.0144
186,2026-08-13T08:57:35.153721+00:00,motor_000,18.83,0,48.1,0.778,6.03,2411.0,67.24,0.69,0.0145
187,2026-08-13T08:57:36.158385+00:00,motor_000,19.71,0,43.5,0.807,6.04,2461.0,69.42,0.71,0.0147
188,2026-08-13T08:57:37.163315+00:00,motor_000,19.14,0,45.2,0.811,5.99,2491.0,68.7,0.75,0.0149
189,2026-08-13T08:57:38.177073+00:00,motor_000,19.24,0,42.8,0.809,6.03,2487.0,68.21,0.72,0.015
190,2026-08-13T08:57:39.190865+00:00,motor_000,20.43,0,50.6,0.824,5.98,2468.0,68.85,0.65,0.0152
191,2026-08-13T08:57:40.195772+00:00,motor_000,19.56,0,48.5,0.812,5.96,2447.0,68.19,0.68,0.0154
192,2026-08-13T08:57:41.201780+00:00,motor_000,19.67,0,39.3,0.805,5.94,2466.0,69.54,0.78,0.0155
193,2026-08-13T08:57:42.213398+00:00,motor_000,19.35,0,43.6,0.799,5.99,2434.0,68.48,0.67,0.0157
194,2026-08-13T08:57:43.217616+00:00,motor_000,19.53,0,42.1,0.808,6.0,2457.0,68.61,0.61,0.0159
195,2026-08-13T08:57:44.232382+00:00,motor_000,19.92,0,42.7,0.828,5.96,2526.0,68.63,0.74,0.0161
196,2026-08-13T08:57:45.237141+00:00,motor_000,20.18,0,51.3,0.813,5.87,2481.0,69.23,0.61,0.0162
197,2026-08-13T08:57:46.241322+00:00,motor_000,19.52,0,39.1,0.827,5.9,2501.0,69.5,0.72,0.0164
198,2026-08-13T08:57:47.248143+00:00,motor_000,19.78,0,48.9,0.829,5.91,2479.0,70.39,0.79,0.0166
199,2026-08-13T08:57:48.252247+00:00,motor_000,20.07,0,42.9,0.824,5.96,2486.0,69.84,0.73,0.0168
200,2026-08-13T08:57:49.265413+00:00,motor_000,19.6,0,43.1,0.809,5.9,2472.0,68.01,0.68,0.0169
201,2026-08-13T08:57:50.280048+00:00,motor_000,19.68,0,48.8,0.807,6.01,2497.0,68.65,0.67,0.0171
202,2026-08-13T08:57:51.284219+00:00,motor_000,19.42,0,47.5,0.791,6.03,2427.0,67.16,0.73,0.0173
203,2026-08-13T08:57:52.299095+00:00,motor_000,19.86,0,51.5,0.808,6.07,2468.0,68.46,0.77,0.0174
204,2026-08-13T08:57:53.316484+00:00,motor_000,19.56,0,37.6,0.8,5.97,2476.0,67.63,0.71,0.0176
205,2026-08-13T08:57:54.334136+00:00,motor_000,19.36,0,48.9,0.794,5.97,2469.0,67.04,0.64,0.0178
206,2026-08-13T08:57:55.338757+00:00,motor_000,19.02,0,57.5,0.805,5.99,2440.0,69.11,0.68,0.0179
207,2026-08-13T08:57:56.355983+00:00,motor_000,19.29,0,50.1,0.807,5.96,2467.0,68.64,0.68,0.0181
208,2026-08-13T08:57:57.360838+00:00,motor_000,20.16,0,53.8,0.827,5.95,2486.0,68.74,0.76,0.0183
209,2026-08-13T08:57:58.373688+00:00,motor_000,20.57,0,40.5,0.846,6.01,2499.0,69.56,0.73,0.0185
210,2026-08-13T08:57:59.379096+00:00,motor_000,20.63,0,43.7,0.844,5.89,2500.0,70.67,0.8,0.0186
211,2026-08-13T08:58:00.386337+00:00,motor_000,20.79,0,44.5,0.861,5.92,2539.0,70.09,0.76,0.0188
212,2026-08-13T08:58:01.390848+00:00,motor_000,20.46,0,45.3,0.868,6.02,2534.0,71.21,0.69,0.019
213,2026-08-13T08:58:02.409583+00:00,motor_000,19.82,0,53.4,0.824,5.93,2473.0,70.53,0.68,0.035
214,2026-08-13T08:58:03.421853+00:00,motor_000,20.48,0,38.5,0.842,5.89,2521.0,69.27,0.83,0.0352
215,2026-08-13T08:58:04.429527+00:00,motor_000,20.45,0,38.9,0.862,5.94,2566.0,70.79,0.84,0.0195
216,2026-08-13T08:58:05.433794+00:00,motor_000,20.8,0,45.3,0.876,6.01,2504.0,71.85,0.8,0.0197
217,2026-08-13T08:58:06.446460+00:00,motor_000,21.2,0,44.7,0.866,5.92,2513.0,71.71,0.72,0.0199
218,2026-08-13T08:58:07.463053+00:00,motor_000,20.97,0,49.6,0.863,6.01,2586.0,68.89,0.77,0.0201
219,2026-08-13T08:58:08.469847+00:00,motor_000,20.95,0,51.3,0.873,5.94,2574.0,72.14,0.74,0.0203
220,2026-08-13T08:58:09.473431+00:00,motor_000,20.27,0,43.6,0.856,5.94,2509.0,70.45,0.78,0.0204
